"WINTER","Date","Site","snow_depth","swe","frost_depth","frost_pct"
1962,1962-02-12,"STA6",635,130,-99,-99
1962,1962-02-19,"STA6",813,142,-99,-99
1962,1962-02-26,"STA6",1158,208,-99,-99
1962,1962-03-05,"STA6",1090,272,-99,-99
1962,1962-03-16,"STA6",1092,284,-99,-99
1962,1962-03-26,"STA6",884,257,-99,-99
1962,1962-04-02,"STA6",653,196,-99,-99
1962,1962-04-06,"STA6",508,170,-99,-99
1963,1963-01-07,"STA6",404,71,-99,-99
1963,1963-01-14,"STA6",648,114,-99,-99
1963,1963-01-21,"STA6",615,99,-99,-99
1963,1963-01-28,"STA6",952,165,-99,-99
1963,1963-02-04,"STA6",917,175,-99,-99
1963,1963-02-19,"STA6",973,239,-99,-99
1963,1963-02-25,"STA6",1123,241,-99,-99
1963,1963-03-04,"STA6",1090,262,-99,-99
1963,1963-03-12,"STA6",1361,295,-99,-99
1963,1963-03-22,"STA6",1252,363,-99,-99
1963,1963-04-01,"STA6",742,241,-99,-99
1963,1963-04-05,"STA6",625,218,-99,-99
1963,1963-04-09,"STA6",178,51,-99,-99
1963,1963-04-15,"STA6",404,104,-99,-99
1963,1963-04-22,"STA6",0,0,-99,-99
1964,1964-01-06,"STA6",381,20,-99,-99
1964,1964-01-13,"STA6",582,119,-99,-99
1964,1964-01-20,"STA6",544,74,-99,-99
1964,1964-01-27,"STA6",452,61,-99,-99
1964,1964-02-03,"STA6",554,117,-99,-99
1964,1964-02-10,"STA6",566,142,-99,-99
1964,1964-02-17,"STA6",792,150,-99,-99
1964,1964-02-24,"STA6",653,175,-99,-99
1964,1964-03-02,"STA6",615,168,-99,-99
1964,1964-03-09,"STA6",432,140,-99,-99
1964,1964-03-16,"STA6",564,180,-99,-99
1964,1964-03-23,"STA6",554,175,-99,-99
1964,1964-03-30,"STA6",698,211,-99,-99
1964,1964-04-06,"STA6",658,198,-99,-99
1964,1964-04-13,"STA6",335,119,-99,-99
1964,1964-04-20,"STA6",56,23,-99,-99
1965,1964-12-07,"STA6",267,53,-99,-99
1965,1964-12-14,"STA6",190,36,-99,-99
1965,1964-12-21,"STA6",257,53,-99,-99
1965,1964-12-28,"STA6",218,41,-99,-99
1965,1965-01-25,"STA6",450,76,-99,-99
1965,1965-02-01,"STA6",495,104,-99,-99
1965,1965-02-15,"STA6",480,142,-99,-99
1965,1965-02-23,"STA6",605,152,-99,-99
1965,1965-03-01,"STA6",587,147,-99,-99
1965,1965-03-08,"STA6",465,114,-99,-99
1965,1965-03-15,"STA6",465,173,-99,-99
1965,1965-03-22,"STA6",419,130,-99,-99
1965,1965-04-05,"STA6",429,145,-99,-99
1965,1965-04-19,"STA6",206,64,-99,-99
1965,1965-04-27,"STA6",-99,0,-99,-99
1966,1965-12-13,"STA6",424,91,-99,-99
1966,1965-12-27,"STA6",447,104,-99,-99
1966,1966-01-04,"STA6",353,104,-99,-99
1966,1966-01-10,"STA6",587,152,-99,-99
1966,1966-01-25,"STA6",597,155,-99,-99
1966,1966-01-31,"STA6",696,170,-99,-99
1966,1966-02-07,"STA6",704,178,-99,-99
1966,1966-02-21,"STA6",640,196,-99,-99
1966,1966-02-28,"STA6",762,206,-99,-99
1966,1966-03-07,"STA6",726,206,-99,-99
1966,1966-03-14,"STA6",869,269,-99,-99
1966,1966-03-21,"STA6",683,226,-99,-99
1966,1966-03-28,"STA6",561,185,-99,-99
1966,1966-04-04,"STA6",627,224,-99,-99
1966,1966-04-07,"STA6",493,165,-99,-99
1966,1966-04-11,"STA6",511,185,-99,-99
1966,1966-04-18,"STA6",114,33,-99,-99
1966,1966-04-25,"STA6",-99,0,-99,-99
1967,1967-01-03,"STA6",450,79,-99,-99
1967,1967-01-09,"STA6",472,102,-99,-99
1967,1967-01-16,"STA6",452,97,-99,-99
1967,1967-01-25,"STA6",338,91,-99,-99
1967,1967-01-30,"STA6",373,104,-99,-99
1967,1967-02-06,"STA6",589,140,-99,-99
1967,1967-02-28,"STA6",1001,224,-99,-99
1967,1967-03-08,"STA6",996,249,-99,-99
1967,1967-03-13,"STA6",772,198,-99,-99
1967,1967-03-16,"STA6",886,244,-99,-99
1967,1967-03-27,"STA6",650,178,-99,-99
1967,1967-03-30,"STA6",607,206,-99,-99
1967,1967-04-03,"STA6",269,102,-99,-99
1967,1967-04-11,"STA6",216,71,-99,-99
1967,1967-04-14,"STA6",89,28,-99,-99
1967,1967-04-20,"STA6",284,79,-99,-99
1967,1967-04-25,"STA6",279,86,-99,-99
1967,1967-05-01,"STA6",0,0,-99,-99
1968,1967-12-06,"STA6",282,53,-99,-99
1968,1967-12-11,"STA6",411,71,-99,-99
1968,1967-12-18,"STA6",297,81,-99,-99
1968,1968-01-10,"STA6",765,165,-99,-99
1968,1968-01-22,"STA6",732,183,-99,-99
1968,1968-01-31,"STA6",841,206,-99,-99
1968,1968-02-05,"STA6",777,221,-99,-99
1968,1968-02-12,"STA6",889,226,-99,-99
1968,1968-02-19,"STA6",922,244,-99,-99
1968,1968-02-26,"STA6",864,244,-99,-99
1968,1968-03-04,"STA6",947,254,-99,-99
1968,1968-03-11,"STA6",902,257,-99,-99
1968,1968-03-19,"STA6",747,216,-99,-99
1968,1968-03-25,"STA6",574,193,-99,-99
1968,1968-04-03,"STA6",145,46,-99,-99
1968,1968-04-08,"STA6",5,0,-99,-99
1969,1968-11-14,"STA6",203,38,-99,-99
1969,1968-11-21,"STA6",259,43,-99,-99
1969,1968-11-26,"STA6",196,43,-99,-99
1969,1968-12-03,"STA6",196,56,-99,-99
1969,1968-12-18,"STA6",483,109,-99,-99
1969,1968-12-24,"STA6",696,142,-99,-99
1969,1969-01-02,"STA6",775,165,-99,-99
1969,1969-01-08,"STA6",1006,185,-99,-99
1969,1969-01-14,"STA6",922,196,-99,-99
1969,1969-01-21,"STA6",871,198,-99,-99
1969,1969-01-28,"STA6",701,218,-99,-99
1969,1969-02-04,"STA6",1206,277,-99,-99
1969,1969-02-13,"STA6",1257,300,-99,-99
1969,1969-02-18,"STA6",1151,333,-99,-99
1969,1969-03-04,"STA6",1628,371,-99,-99
1969,1969-03-11,"STA6",1473,439,-99,-99
1969,1969-03-18,"STA6",1389,429,-99,-99
1969,1969-03-27,"STA6",1519,447,-99,-99
1969,1969-04-01,"STA6",1463,467,-99,-99
1969,1969-04-09,"STA6",1166,381,-99,-99
1969,1969-04-15,"STA6",838,338,-99,-99
1969,1969-04-22,"STA6",455,175,-99,-99
1969,1969-04-28,"STA6",175,64,-99,-99
1970,1969-12-23,"STA6",386,48,-99,-99
1970,1969-12-29,"STA6",353,74,-99,-99
1970,1970-01-12,"STA6",333,71,-99,-99
1970,1970-01-19,"STA6",457,102,-99,-99
1970,1970-01-27,"STA6",485,94,-99,-99
1970,1970-02-02,"STA6",427,94,-99,-99
1970,1970-02-09,"STA6",315,91,-99,-99
1970,1970-02-16,"STA6",401,71,-99,-99
1970,1970-02-24,"STA6",411,97,-99,-99
1970,1970-03-03,"STA6",480,107,-99,-99
1970,1970-03-09,"STA6",505,119,-99,-99
1970,1970-03-16,"STA6",688,178,-99,-99
1970,1970-03-23,"STA6",605,150,-99,-99
1970,1970-03-30,"STA6",531,132,-99,-99
1970,1970-04-06,"STA6",658,257,-99,-99
1970,1970-04-13,"STA6",495,163,-99,-99
1970,1970-04-20,"STA6",150,41,-99,-99
1971,1970-12-22,"STA6",450,79,-99,-99
1971,1970-12-28,"STA6",749,99,-99,-99
1971,1971-01-04,"STA6",645,142,-99,-99
1971,1971-01-11,"STA6",643,132,-99,-99
1971,1971-01-18,"STA6",706,119,-99,-99
1971,1971-01-25,"STA6",836,173,-99,-99
1971,1971-02-01,"STA6",1011,183,-99,-99
1971,1971-02-08,"STA6",1173,262,-99,-99
1971,1971-02-16,"STA6",993,262,-99,-99
1971,1971-02-22,"STA6",1026,297,-99,-99
1971,1971-03-01,"STA6",1082,307,-99,-99
1971,1971-03-08,"STA6",1275,358,-99,-99
1971,1971-03-15,"STA6",1224,348,-99,-99
1971,1971-03-22,"STA6",1326,396,-99,-99
1971,1971-03-29,"STA6",1153,389,-99,-99
1971,1971-04-05,"STA6",937,343,-99,-99
1971,1971-04-12,"STA6",777,287,-99,-99
1971,1971-04-19,"STA6",495,221,-99,-99
1971,1971-04-26,"STA6",208,74,-99,-99
1971,1971-05-04,"STA6",0,0,-99,-99
1972,1971-11-29,"STA6",25,30,-99,-99
1972,1971-12-06,"STA6",376,76,-99,-99
1972,1971-12-13,"STA6",351,97,-99,-99
1972,1971-12-21,"STA6",488,107,-99,-99
1972,1971-12-27,"STA6",424,86,-99,-99
1972,1972-01-03,"STA6",706,140,-99,-99
1972,1972-01-10,"STA6",610,145,-99,-99
1972,1972-01-18,"STA6",554,150,-99,-99
1972,1972-01-24,"STA6",645,168,-99,-99
1972,1972-01-31,"STA6",638,152,-99,-99
1972,1972-02-07,"STA6",726,183,-99,-99
1972,1972-02-14,"STA6",716,208,-99,-99
1972,1972-02-22,"STA6",780,224,-99,-99
1972,1972-02-28,"STA6",965,249,-99,-99
1972,1972-03-06,"STA6",922,221,-99,-99
1972,1972-03-13,"STA6",889,239,-99,-99
1972,1972-03-20,"STA6",823,218,-99,-99
1972,1972-03-27,"STA6",912,269,-99,-99
1972,1972-04-03,"STA6",884,244,-99,-99
1972,1972-04-10,"STA6",861,259,-99,-99
1972,1972-04-17,"STA6",861,279,-99,-99
1972,1972-04-24,"STA6",584,188,-99,-99
1972,1972-05-01,"STA6",140,38,-99,-99
1972,1972-05-08,"STA6",0,0,-99,-99
1973,1972-12-04,"STA6",335,51,-99,-99
1973,1972-12-11,"STA6",488,94,-99,-99
1973,1972-12-18,"STA6",648,114,-99,-99
1973,1972-12-26,"STA6",627,137,-99,-99
1973,1973-01-02,"STA6",729,180,-99,-99
1973,1973-01-08,"STA6",754,203,-99,-99
1973,1973-01-15,"STA6",765,206,-99,-99
1973,1973-01-22,"STA6",594,190,-99,-99
1973,1973-01-30,"STA6",762,208,-99,-99
1973,1973-02-05,"STA6",572,188,-99,-99
1973,1973-02-12,"STA6",630,226,-99,-99
1973,1973-02-20,"STA6",602,213,-99,-99
1973,1973-02-26,"STA6",673,216,-99,-99
1973,1973-03-05,"STA6",572,188,-99,-99
1973,1973-03-12,"STA6",422,157,-99,-99
1973,1973-03-19,"STA6",282,94,-99,-99
1973,1973-03-27,"STA6",114,46,-99,-99
1973,1973-04-03,"STA6",81,13,-99,-99
1973,1973-04-09,"STA6",71,23,-99,-99
1973,1973-04-16,"STA6",18,5,-99,-99
1974,1974-01-15,"STA6",315,51,-99,-99
1974,1974-01-21,"STA6",396,69,-99,-99
1974,1974-01-28,"STA6",257,71,-99,-99
1974,1974-02-04,"STA6",279,74,-99,-99
1974,1974-02-11,"STA6",450,97,-99,-99
1974,1974-02-19,"STA6",437,94,-99,-99
1974,1974-02-25,"STA6",483,124,-99,-99
1974,1974-03-04,"STA6",399,132,-99,-99
1974,1974-03-11,"STA6",257,76,-99,-99
1974,1974-03-18,"STA6",414,97,-99,-99
1974,1974-03-25,"STA6",376,91,-99,-99
1974,1974-04-01,"STA6",404,94,-99,-99
1974,1974-04-08,"STA6",132,48,-99,-99
1974,1974-04-15,"STA6",99,36,-99,-99
1974,1974-04-22,"STA6",0,0,-99,-99
1975,1974-12-23,"STA6",274,38,-99,-99
1975,1974-12-30,"STA6",297,56,-99,-99
1975,1975-01-06,"STA6",368,102,-99,-99
1975,1975-01-13,"STA6",320,69,-99,-99
1975,1975-01-20,"STA6",450,86,-99,-99
1975,1975-01-27,"STA6",584,132,-99,-99
1975,1975-02-03,"STA6",584,135,-99,-99
1975,1975-02-10,"STA6",757,157,-99,-99
1975,1975-02-18,"STA6",828,183,-99,-99
1975,1975-03-03,"STA6",691,196,-99,-99
1975,1975-03-10,"STA6",831,251,-99,-99
1975,1975-03-17,"STA6",785,282,-99,-99
1975,1975-03-24,"STA6",582,229,-99,-99
1975,1975-03-31,"STA6",612,221,-99,-99
1975,1975-04-07,"STA6",800,282,-99,-99
1975,1975-04-14,"STA6",605,267,-99,-99
1975,1975-04-21,"STA6",295,150,-99,-99
1975,1975-04-28,"STA6",13,5,-99,-99
1975,1975-05-05,"STA6",0,0,-99,-99
1976,1975-12-29,"STA6",267,76,-99,-99
1976,1976-01-05,"STA6",559,76,-99,-99
1976,1976-01-12,"STA6",681,122,-99,-99
1976,1976-01-19,"STA6",688,124,-99,-99
1976,1976-02-03,"STA6",658,183,-99,-99
1976,1976-02-09,"STA6",643,180,-99,-99
1976,1976-02-23,"STA6",721,234,-99,-99
1976,1976-03-01,"STA6",516,193,-99,-99
1976,1976-03-08,"STA6",505,226,-99,-99
1976,1976-03-15,"STA6",572,190,-99,-99
1976,1976-03-22,"STA6",508,173,-99,-99
1976,1976-03-29,"STA6",241,76,-99,-99
1976,1976-04-05,"STA6",0,0,-99,-99
1976,1976-04-12,"STA6",0,0,-99,-99
1977,1976-12-20,"STA6",231,33,-99,-99
1977,1976-12-27,"STA6",315,51,-99,-99
1977,1977-01-03,"STA6",422,53,-99,-99
1977,1977-01-11,"STA6",683,122,-99,-99
1977,1977-01-17,"STA6",678,119,-99,-99
1977,1977-01-24,"STA6",589,142,-99,-99
1977,1977-01-31,"STA6",770,188,-99,-99
1977,1977-02-07,"STA6",798,183,-99,-99
1977,1977-02-14,"STA6",866,213,-99,-99
1977,1977-02-22,"STA6",879,216,-99,-99
1977,1977-02-28,"STA6",864,234,-99,-99
1977,1977-03-07,"STA6",853,259,-99,-99
1977,1977-03-15,"STA6",267,104,-99,-99
1977,1977-03-21,"STA6",389,132,-99,-99
1977,1977-03-28,"STA6",376,165,-99,-99
1977,1977-04-04,"STA6",0,0,-99,-99
1977,1977-04-11,"STA6",23,8,-99,-99
1977,1977-04-18,"STA6",-99,0,-99,-99
1978,1977-12-12,"STA6",384,107,-99,-99
1978,1977-12-19,"STA6",457,99,-99,-99
1978,1977-12-27,"STA6",384,104,-99,-99
1978,1978-01-03,"STA6",498,104,-99,-99
1978,1978-01-11,"STA6",427,107,-99,-99
1978,1978-01-16,"STA6",607,147,-99,-99
1978,1978-01-23,"STA6",800,221,-99,-99
1978,1978-01-30,"STA6",617,206,-99,-99
1978,1978-02-06,"STA6",627,208,-99,-99
1978,1978-02-13,"STA6",823,236,-99,-99
1978,1978-02-21,"STA6",775,246,-99,-99
1978,1978-02-27,"STA6",739,244,-99,-99
1978,1978-03-06,"STA6",752,259,-99,-99
1978,1978-03-13,"STA6",676,231,-99,-99
1978,1978-03-20,"STA6",716,241,-99,-99
1978,1978-03-28,"STA6",767,259,-99,-99
1978,1978-04-03,"STA6",765,257,-99,-99
1978,1978-04-10,"STA6",671,244,-99,-99
1978,1978-04-17,"STA6",589,206,-99,-99
1978,1978-04-24,"STA6",315,140,-99,-99
1978,1978-05-01,"STA6",0,0,-99,-99
1978,1978-05-08,"STA6",0,-99,-99,-99
1979,1978-12-05,"STA6",213,53,-99,-99
1979,1978-12-18,"STA6",406,76,-99,-99
1979,1979-01-03,"STA6",279,102,-99,-99
1979,1979-01-15,"STA6",508,119,-99,-99
1979,1979-01-29,"STA6",826,203,-99,-99
1979,1979-02-12,"STA6",871,239,-99,-99
1979,1979-02-28,"STA6",782,244,-99,-99
1979,1979-03-07,"STA6",528,185,-99,-99
1979,1979-03-12,"STA6",584,218,-99,-99
1979,1979-03-19,"STA6",544,203,-99,-99
1979,1979-03-26,"STA6",1003,36,-99,-99
1979,1979-04-03,"STA6",1092,33,-99,-99
1979,1979-04-10,"STA6",320,69,-99,-99
1979,1979-04-17,"STA6",119,46,-99,-99
1979,1979-04-23,"STA6",0,0,-99,-99
1980,1980-01-07,"STA6",0,0,-99,-99
1980,1980-01-14,"STA6",0,0,-99,-99
1980,1980-01-21,"STA6",0,0,-99,-99
1980,1980-01-28,"STA6",0,0,-99,-99
1980,1980-02-19,"STA6",213,38,-99,-99
1980,1980-02-25,"STA6",229,51,-99,-99
1980,1980-03-03,"STA6",241,53,-99,-99
1980,1980-03-10,"STA6",371,84,-99,-99
1980,1980-03-17,"STA6",610,142,-99,-99
1980,1980-03-24,"STA6",300,99,-99,-99
1980,1980-03-31,"STA6",170,58,-99,-99
1980,1980-04-07,"STA6",20,8,-99,-99
1980,1980-04-14,"STA6",0,0,-99,-99
1981,1980-12-08,"STA6",20,5,-99,-99
1981,1980-12-15,"STA6",157,20,-99,-99
1981,1980-12-22,"STA6",246,46,-99,-99
1981,1980-12-29,"STA6",274,64,-99,-99
1981,1981-01-05,"STA6",320,69,-99,-99
1981,1981-01-12,"STA6",373,81,-99,-99
1981,1981-01-19,"STA6",391,79,-99,-99
1981,1981-01-26,"STA6",404,94,-99,-99
1981,1981-02-03,"STA6",302,74,-99,-99
1981,1981-02-09,"STA6",594,114,-99,-99
1981,1981-02-17,"STA6",142,48,-99,-99
1981,1981-02-23,"STA6",0,0,-99,-99
1981,1981-03-02,"STA6",312,61,-99,-99
1981,1981-03-09,"STA6",267,64,-99,-99
1981,1981-03-16,"STA6",257,61,-99,-99
1981,1981-03-23,"STA6",229,69,-99,-99
1981,1981-03-30,"STA6",0,0,-99,-99
1982,1981-12-07,"STA6",437,94,-99,-99
1982,1981-12-14,"STA6",356,89,-99,-99
1982,1981-12-21,"STA6",538,119,-99,-99
1982,1981-12-28,"STA6",683,157,-99,-99
1982,1982-01-06,"STA6",838,201,-99,-99
1982,1982-01-11,"STA6",846,201,-99,-99
1982,1982-01-18,"STA6",937,216,-99,-99
1982,1982-01-25,"STA6",1034,249,-99,-99
1982,1982-02-02,"STA6",988,277,-99,-99
1982,1982-02-08,"STA6",1026,292,-99,-99
1982,1982-02-16,"STA6",1054,305,-99,-99
1982,1982-02-22,"STA6",1026,312,-99,-99
1982,1982-03-01,"STA6",978,305,-99,-99
1982,1982-03-08,"STA6",1140,361,-99,-99
1982,1982-03-15,"STA6",1052,345,-99,-99
1982,1982-03-22,"STA6",983,389,-99,-99
1982,1982-03-29,"STA6",762,320,-99,-99
1982,1982-04-05,"STA6",752,312,-99,-99
1982,1982-04-12,"STA6",909,384,-99,-99
1982,1982-04-19,"STA6",488,224,-99,-99
1982,1982-04-26,"STA6",0,0,-99,-99
1983,1983-01-10,"STA6",0,-99,-99,-99
1983,1983-01-17,"STA6",185,25,-99,-99
1983,1983-01-24,"STA6",114,38,-99,-99
1983,1983-01-31,"STA6",140,43,-99,-99
1983,1983-02-08,"STA6",229,46,-99,-99
1983,1983-02-14,"STA6",119,33,-99,-99
1983,1983-02-23,"STA6",168,48,-99,-99
1983,1983-02-28,"STA6",152,48,-99,-99
1983,1983-03-07,"STA6",76,28,-99,-99
1983,1983-03-14,"STA6",254,79,-99,-99
1983,1983-03-21,"STA6",71,25,-99,-99
1983,1983-03-29,"STA6",173,51,-99,-99
1983,1983-04-05,"STA6",76,30,-99,-99
1983,1983-04-12,"STA6",66,0,-99,-99
1983,1983-04-18,"STA6",0,0,-99,-99
1960,1960-01-04,"STA7",356,76,-99,-99
1960,1960-01-18,"STA7",396,76,-99,-99
1960,1960-01-25,"STA7",511,99,-99,-99
1960,1960-02-02,"STA7",709,135,-99,-99
1960,1960-02-15,"STA7",587,147,-99,-99
1960,1960-02-23,"STA7",688,168,-99,-99
1960,1960-02-29,"STA7",785,201,-99,-99
1960,1960-03-07,"STA7",813,208,-99,-99
1960,1960-03-14,"STA7",747,190,-99,-99
1960,1960-03-21,"STA7",851,259,-99,-99
1960,1960-03-28,"STA7",790,246,-99,-99
1960,1960-04-04,"STA7",452,168,-99,-99
1960,1960-04-11,"STA7",389,147,-99,-99
1960,1960-04-18,"STA7",0,0,-99,-99
1961,1960-12-19,"STA7",234,30,-99,-99
1961,1961-01-03,"STA7",462,76,-99,-99
1961,1961-01-23,"STA7",452,97,-99,-99
1961,1961-02-13,"STA7",450,102,-99,-99
1961,1961-02-20,"STA7",472,107,-99,-99
1961,1961-02-27,"STA7",363,102,-99,-99
1961,1961-03-06,"STA7",315,104,-99,-99
1961,1961-03-13,"STA7",401,109,-99,-99
1961,1961-03-20,"STA7",457,142,-99,-99
1961,1961-03-27,"STA7",356,124,-99,-99
1961,1961-04-03,"STA7",305,89,-99,-99
1961,1961-04-17,"STA7",196,66,-99,-99
1961,1961-04-24,"STA7",0,0,-99,-99
1962,1962-01-08,"STA7",478,66,-99,-99
1962,1962-01-22,"STA7",419,89,-99,-99
1962,1962-02-05,"STA7",658,135,-99,-99
1962,1962-02-12,"STA7",617,127,-99,-99
1962,1962-02-19,"STA7",737,112,-99,-99
1962,1962-02-26,"STA7",1054,201,-99,-99
1962,1962-03-05,"STA7",1013,249,-99,-99
1962,1962-03-16,"STA7",904,224,-99,-99
1962,1962-03-26,"STA7",737,249,-99,-99
1962,1962-04-02,"STA7",455,140,-99,-99
1962,1962-04-06,"STA7",218,71,-99,-99
1963,1963-01-07,"STA7",330,53,-99,-99
1963,1963-01-14,"STA7",640,104,-99,-99
1963,1963-01-21,"STA7",607,84,-99,-99
1963,1963-01-28,"STA7",856,132,-99,-99
1963,1963-02-04,"STA7",886,155,-99,-99
1963,1963-02-19,"STA7",848,168,-99,-99
1963,1963-02-25,"STA7",1001,201,-99,-99
1963,1963-03-04,"STA7",1039,241,-99,-99
1963,1963-03-12,"STA7",1295,279,-99,-99
1963,1963-03-22,"STA7",1095,297,-99,-99
1963,1963-04-01,"STA7",698,224,-99,-99
1963,1963-04-05,"STA7",495,173,-99,-99
1963,1963-04-09,"STA7",10,3,-99,-99
1963,1963-04-15,"STA7",274,69,-99,-99
1963,1963-04-22,"STA7",0,0,-99,-99
1964,1964-01-06,"STA7",323,18,-99,-99
1964,1964-01-13,"STA7",546,61,-99,-99
1964,1964-01-20,"STA7",493,58,-99,-99
1964,1964-01-27,"STA7",381,43,-99,-99
1964,1964-02-03,"STA7",531,107,-99,-99
1964,1964-02-10,"STA7",503,114,-99,-99
1964,1964-02-24,"STA7",620,152,-99,-99
1964,1964-03-02,"STA7",541,145,-99,-99
1964,1964-03-09,"STA7",376,135,-99,-99
1964,1964-03-16,"STA7",483,163,-99,-99
1964,1964-03-23,"STA7",427,127,-99,-99
1964,1964-03-30,"STA7",551,155,-99,-99
1964,1964-04-06,"STA7",559,175,-99,-99
1964,1964-04-13,"STA7",157,46,-99,-99
1964,1964-04-20,"STA7",0,0,-99,-99
1965,1964-12-07,"STA7",254,48,-99,-99
1965,1964-12-14,"STA7",175,30,-99,-99
1965,1964-12-21,"STA7",226,46,-99,-99
1965,1964-12-28,"STA7",213,43,-99,-99
1965,1965-01-11,"STA7",196,51,-99,-99
1965,1965-01-25,"STA7",434,84,-99,-99
1965,1965-02-01,"STA7",467,102,-99,-99
1965,1965-02-15,"STA7",472,137,-99,-99
1965,1965-03-01,"STA7",533,135,-99,-99
1965,1965-03-08,"STA7",394,117,-99,-99
1965,1965-03-15,"STA7",348,135,-99,-99
1965,1965-03-22,"STA7",358,117,-99,-99
1965,1965-04-05,"STA7",323,132,-99,-99
1965,1965-04-19,"STA7",112,28,-99,-99
1966,1965-12-15,"STA7",414,89,-99,-99
1966,1966-01-04,"STA7",315,94,-99,-99
1966,1966-01-27,"STA7",485,124,-99,-99
1966,1966-02-07,"STA7",676,175,-99,-99
1966,1966-02-28,"STA7",678,188,-99,-99
1966,1966-03-07,"STA7",632,178,-99,-99
1966,1966-03-14,"STA7",737,226,-99,-99
1966,1966-03-21,"STA7",513,173,-99,-99
1966,1966-03-28,"STA7",450,160,-99,-99
1966,1966-04-04,"STA7",419,155,-99,-99
1966,1966-04-11,"STA7",399,142,-99,-99
1966,1966-04-18,"STA7",122,46,-99,-99
1967,1967-01-03,"STA7",457,86,-99,-99
1967,1967-01-09,"STA7",406,89,-99,-99
1967,1967-01-16,"STA7",381,89,-99,-99
1967,1967-01-25,"STA7",282,76,-99,-99
1967,1967-01-30,"STA7",315,86,-99,-99
1967,1967-02-07,"STA7",536,132,-99,-99
1967,1967-02-15,"STA7",513,142,-99,-99
1967,1967-03-02,"STA7",886,208,-99,-99
1967,1967-03-08,"STA7",925,236,-99,-99
1967,1967-03-13,"STA7",678,198,-99,-99
1967,1967-03-21,"STA7",686,216,-99,-99
1967,1967-03-30,"STA7",460,160,-99,-99
1967,1967-04-03,"STA7",97,36,-99,-99
1967,1967-04-11,"STA7",53,15,-99,-99
1967,1967-04-14,"STA7",23,8,-99,-99
1967,1967-04-20,"STA7",157,46,-99,-99
1967,1967-04-25,"STA7",56,18,-99,-99
1960,1960-01-04,"STA8",302,61,-99,-99
1960,1960-01-18,"STA8",384,74,-99,-99
1960,1960-01-25,"STA8",460,86,-99,-99
1960,1960-02-02,"STA8",622,109,-99,-99
1960,1960-02-15,"STA8",467,114,-99,-99
1960,1960-02-23,"STA8",665,160,-99,-99
1960,1960-02-29,"STA8",747,185,-99,-99
1960,1960-03-07,"STA8",831,206,-99,-99
1960,1960-03-14,"STA8",683,185,-99,-99
1960,1960-03-21,"STA8",688,201,-99,-99
1960,1960-03-28,"STA8",693,208,-99,-99
1960,1960-04-04,"STA8",427,150,-99,-99
1960,1960-04-11,"STA8",323,135,-99,-99
1960,1960-04-18,"STA8",0,0,-99,-99
1961,1960-12-19,"STA8",231,33,-99,-99
1961,1961-01-03,"STA8",483,66,-99,-99
1961,1961-01-23,"STA8",480,104,-99,-99
1961,1961-02-13,"STA8",427,94,-99,-99
1961,1961-02-20,"STA8",427,81,-99,-99
1961,1961-02-27,"STA8",368,104,-99,-99
1961,1961-03-06,"STA8",348,109,-99,-99
1961,1961-03-13,"STA8",401,127,-99,-99
1961,1961-03-20,"STA8",485,145,-99,-99
1961,1961-03-27,"STA8",290,97,-99,-99
1961,1961-04-03,"STA8",307,99,-99,-99
1961,1961-04-17,"STA8",155,51,-99,-99
1961,1961-04-24,"STA8",0,0,-99,-99
1962,1962-01-08,"STA8",442,81,-99,-99
1962,1962-01-22,"STA8",373,89,-99,-99
1962,1962-02-05,"STA8",579,137,-99,-99
1962,1962-02-12,"STA8",526,124,-99,-99
1962,1962-02-19,"STA8",698,140,-99,-99
1962,1962-02-26,"STA8",998,196,-99,-99
1962,1962-03-05,"STA8",925,208,-99,-99
1962,1962-03-16,"STA8",881,221,-99,-99
1962,1962-03-26,"STA8",775,254,-99,-99
1962,1962-04-02,"STA8",455,137,-99,-99
1962,1962-04-06,"STA8",363,119,-99,-99
1963,1963-01-07,"STA8",378,66,-99,-99
1963,1963-01-14,"STA8",597,94,-99,-99
1963,1963-01-21,"STA8",577,76,-99,-99
1963,1963-01-28,"STA8",864,117,-99,-99
1963,1963-02-04,"STA8",853,137,-99,-99
1963,1963-02-19,"STA8",805,145,-99,-99
1963,1963-02-25,"STA8",991,190,-99,-99
1963,1963-03-04,"STA8",1034,244,-99,-99
1963,1963-03-12,"STA8",1201,254,-99,-99
1963,1963-03-22,"STA8",1115,310,-99,-99
1963,1963-04-01,"STA8",681,221,-99,-99
1963,1963-04-05,"STA8",546,180,-99,-99
1963,1963-04-09,"STA8",86,28,-99,-99
1963,1963-04-15,"STA8",155,69,-99,-99
1963,1963-04-22,"STA8",0,0,-99,-99
1964,1964-01-06,"STA8",287,15,-99,-99
1964,1964-01-13,"STA8",488,48,-99,-99
1964,1964-01-20,"STA8",444,38,-99,-99
1964,1964-01-27,"STA8",330,33,-99,-99
1964,1964-02-03,"STA8",391,97,-99,-99
1964,1964-02-10,"STA8",455,94,-99,-99
1964,1964-02-24,"STA8",569,130,-99,-99
1964,1964-03-02,"STA8",518,135,-99,-99
1964,1964-03-09,"STA8",399,132,-99,-99
1964,1964-03-16,"STA8",414,130,-99,-99
1964,1964-03-23,"STA8",389,124,-99,-99
1964,1964-03-30,"STA8",498,145,-99,-99
1964,1964-04-06,"STA8",503,155,-99,-99
